File,Server,Render engine,Percentage of resolution,increass FOV of camera,Duplication,objects in the Scene,Vertices in the Scene,Edges in the Scene,Faces in the Scene,Lights,Point lights,Sun lights,Spot lights,Hemi lights,Area lights,Texeures of lights,Materials in the Scene,Texeures in the Scene,Objects in Camera view,Vertices in Camera view,Edges in Camera view,Faces in Camera view,Materials in Camera view,Textures in Camera view,Area of face,Width,Height,pixels,Render time,Coverage
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.0,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,636,165280,329827,164636,1,3,14151.124193656698,800.0,600.0,1920000.0,25.187714,0.8930292882109362
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.0,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1281,490213,972753,482900,1,3,18445.41070611946,800.0,600.0,1920000.0,91.375895,0.7991600007358445
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.122,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,34027,67448,33440,1,3,789.301425494954,800.0,600.0,1920000.0,6.82788,0.4947513666672934
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.122,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,76165,150914,74777,1,3,977.0976485033042,800.0,600.0,1920000.0,19.855502,0.4738795797544482
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.122,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,321,149045,294980,146047,1,3,7980.619608365711,800.0,600.0,1920000.0,23.675756,0.661936758830936
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.122,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,641,266596,528712,262211,1,3,3555.149608171056,800.0,600.0,1920000.0,77.834727,0.7061695689719291
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.122,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1270,415103,823445,408563,1,3,31196.77474270062,800.0,600.0,1920000.0,48.481069,0.5577971679935619
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.244,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,39465,78089,38655,1,3,2745.9316733638043,800.0,600.0,1920000.0,5.064039,0.28162644707342116
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.244,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,74670,148079,73444,1,3,642.4539318202181,800.0,600.0,1920000.0,26.150989,0.5502186406972425
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.244,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,321,122237,242998,120747,1,3,4133.088251048438,800.0,600.0,1920000.0,25.534591,0.5565109005424552
